CustomerID,Age,Gender,City,State,Annual_Income,Purchase_History,Visit_Frequency,Average_Session_Duration,Last_Purchase_Date,Items_in_Cart,Payment_Method,Purchase_Amount,Discount_Used,Customer_Satisfaction
d2324a56-d98d-4c0c-95f6-110f43792eb2,19,Male,North Justinland,New York,65291.56,Beauty,15,10.44,2023-12-30,1,Debit Card,429.87,No,9
a6791096-9d95-4940-9542-f889ab1471cc,38,Other,North Gregoryview,North Carolina,113609.04,Groceries,12,56.3,2023-05-12,6,Bank Transfer,161.28,No,10
53f31665-bb53-49fb-8f0d-82db3eb2f0b5,68,Female,Anthonychester,New York,28142.59,Electronics,14,59.86,2024-04-16,7,Debit Card,122.32,No,9
e38b5862-08ca-4583-8ba3-c5c7cfc8a39f,45,Other,Mitchellberg,Delaware,79722.72,Sports,19,30.69,2024-04-14,2,Debit Card,97.49,No,4
df522e10-8022-4e8e-8e4d-3f7350cedf49,41,Male,East Valerie,Alabama,130153.2,Electronics,9,10.77,2024-06-16,5,Credit Card,94.17,No,4
7d7cfeaa-b782-4cd0-aa05-47f0a300816c,58,Other,North Tracyside,Wisconsin,44046.07,Groceries,1,55.93,2023-05-05,4,Debit Card,493.78,Yes,6
60ca0365-3b08-406b-9c39-7b4a2ba48642,27,Male,West Andre,New Hampshire,31093.91,Fashion,4,25.95,2024-08-11,4,Debit Card,25.79,Yes,4
21ac8d7a-320f-4c7c-b19f-a7e08f8755a3,21,Female,South David,Louisiana,111051.66,Beauty,6,14.97,2023-02-10,8,PayPal,215.3,No,10
39afce34-d50b-463e-85b0-572336408950,51,Other,East Sarah,Montana,26064.69,Beauty,9,14.94,2023-06-15,1,Credit Card,480.17,Yes,3
b0a59b9e-66e7-4a59-9096-6e937605f778,38,Female,Sonyafort,South Dakota,55006.72,Beauty,5,18.81,2024-02-18,9,Credit Card,351.54,Yes,3
235e1880-8e01-4414-a9d7-b86d85fcdb2d,39,Male,North Robertside,Arkansas,88241.17,Electronics,6,20.6,2024-04-15,4,Credit Card,343.54,Yes,8
9b714ee1-a116-4959-aa93-2579fb42996d,67,Male,Bruceberg,Alabama,30111.97,Fashion,13,44.73,2023-07-03,4,Credit Card,88.61,Yes,4
56a5d685-8a6d-4db5-8af9-6024b00349d2,63,Female,South Anthonyview,New Mexico,147700.04,Beauty,16,59.25,2023-07-05,2,Debit Card,387.6,No,5
70cf7193-0686-4b15-a602-517657a1ec94,32,Other,Danielmouth,Kentucky,93309.98,Groceries,6,37.54,2023-02-23,2,Bank Transfer,380.49,Yes,8
8561f050-7473-4019-b544-653857e63820,37,Male,Bradleyfort,Nevada,111138.25,Groceries,12,33.35,2023-07-17,2,Debit Card,306.82,Yes,6
e9c085a4-4e6f-40a9-9a20-9f0ce453c00c,48,Female,Port Debrastad,Alaska,36944.03,Home,13,37.6,2022-09-16,1,Credit Card,18.6,Yes,4
5b6b6f54-ad83-463e-9832-10299bca182c,44,Other,Lake Douglastown,Virginia,64264.2,Groceries,15,37.28,2024-02-29,9,Credit Card,420.6,Yes,10
5c321a9f-8fee-45a5-bfa7-3f531c56ab02,18,Other,East Vickie,Alaska,45858.04,Groceries,19,17.68,2023-07-22,4,PayPal,299.52,Yes,8
d6339541-37cb-4a05-916e-5da5a747a8eb,27,Female,Greenburgh,Michigan,61606.52,Sports,15,41.04,2022-11-01,6,Debit Card,63.92,No,9
4ce1c277-3cec-4dc8-93f1-bf2533de8057,45,Female,Kimberlyburgh,Arizona,98040.52,Beauty,15,45.08,2023-09-25,3,Credit Card,270.06,Yes,5
4c01d6e2-d314-417e-bebc-4b385a99edc9,25,Male,Lake Ashleyberg,Mississippi,49714.14,Groceries,9,30.62,2024-07-22,9,Debit Card,244.44,Yes,9
010b7b73-0c25-4131-b5d6-3e1c08fae84b,35,Female,West Jonathanmouth,Delaware,76217.29,Electronics,12,44.28,2024-07-19,8,Bank Transfer,269.27,Yes,9
9842c261-a057-4af5-a604-456c6d223d9a,35,Female,Vanceville,Texas,125906.19,Sports,18,58.27,2023-11-28,3,Debit Card,186.58,No,5
d64e9047-9715-4798-a5fb-0e88276fc864,30,Female,Lake Elizabethmouth,Vermont,83870.44,Sports,14,34.45,2024-01-30,6,Credit Card,291.2,Yes,10
66c76711-171a-4ca8-8c57-fe0d90126392,56,Other,Ericaview,Alabama,17622.79,Groceries,5,52.74,2023-12-29,1,Credit Card,410.57,No,2
24e2229e-d4ba-4f0d-b721-8f7b53bc5d87,40,Other,New Sarah,Michigan,146986.41,Beauty,5,12.88,2024-09-01,1,PayPal,427.3,Yes,2
08d70bfd-0c86-4b85-b389-81641c0bd365,23,Male,Hughesburgh,Iowa,91741.55,Home,9,20.23,2022-10-01,7,PayPal,333.39,No,9
c1664506-6062-4d3e-967e-949e5c1118f8,38,Other,West Kimberly,Mississippi,39019.93,Electronics,18,53.03,2024-09-06,6,Credit Card,92.33,No,2
6d4b1bb1-23f8-4eb4-816d-a1e5750a8ab9,22,Male,Amandafort,Maine,97964.79,Groceries,13,25.75,2023-07-05,1,Bank Transfer,281.93,Yes,9
e8a66e02-fa86-4637-80f3-78bb4297fabd,46,Male,Joanneberg,Delaware,101770.24,Groceries,9,15.58,2023-02-23,6,Debit Card,350.81,Yes,7
052c179d-f90b-4e1c-88ab-f3b9074ff53a,61,Male,New Jared,California,18373.66,Sports,16,20.34,2022-12-14,9,Debit Card,419.52,No,10
695a78b1-cbc3-4f2a-9b5d-47be69e09098,35,Male,Clarkfurt,West Virginia,31107.03,Fashion,11,46.73,2023-06-28,3,Credit Card,37.3,No,5
5ef1b394-7ba4-4709-bf1d-4526090b6b12,48,Male,Masseyborough,North Dakota,30759.99,Sports,1,58.5,2024-04-22,6,Bank Transfer,459.4,No,5
e7e48a05-aaa0-419a-9ac6-cf178f887acb,49,Female,Tiffanyshire,Illinois,21215.53,Sports,4,42.0,2024-09-05,5,Debit Card,209.54,Yes,6
fbb5041e-0817-46b3-b3f9-ac81b150c7a3,18,Male,East Dianafurt,Illinois,66786.66,Groceries,1,9.22,2022-09-17,3,Credit Card,152.62,No,8
0d22da6a-fbb1-4d3f-a727-70516872df92,57,Other,New Anthony,Wisconsin,88283.55,Electronics,12,43.31,2023-04-16,6,Bank Transfer,43.89,Yes,10
ee6fd82d-454d-4725-944a-e8367709c2ed,65,Male,Melissastad,Vermont,52710.31,Home,17,54.83,2023-05-25,6,Credit Card,91.43,No,5
f602a65b-77a1-42fe-b59e-37bf0597158f,62,Female,Ryanville,Virginia,51636.52,Fashion,5,31.31,2023-05-06,3,Credit Card,277.22,Yes,4
f8248895-3c2d-4d26-94a4-150ecf40a9f1,42,Female,South Christinaland,Mississippi,139153.52,Groceries,17,47.61,2023-12-06,8,Bank Transfer,371.59,No,10
cbaff23b-629d-44dd-8ba5-5a1227b73a63,47,Other,Reedberg,Vermont,88140.33,Fashion,18,9.95,2024-01-22,3,Credit Card,152.59,No,5
01c9f2ce-008b-464e-831e-59f181f56f09,25,Male,West Crystal,Arkansas,81823.43,Sports,10,33.12,2024-04-16,7,Bank Transfer,27.86,Yes,7
339ecdea-4fc2-44d9-a59b-0dbd90087820,28,Female,Richardport,Idaho,124489.98,Fashion,18,36.64,2024-02-27,9,Debit Card,293.76,No,6
284292b5-5267-438a-ad99-18f00ba1f10b,35,Other,West Timothy,Texas,23630.15,Electronics,9,32.42,2024-03-30,6,Debit Card,342.53,No,2
9d4a9dcb-8bc8-4c14-866b-342797884a08,66,Other,Weeksfurt,Colorado,121891.15,Beauty,12,46.83,2022-11-12,2,Debit Card,444.16,Yes,4
470e931a-3704-4a1c-9a71-88f5281f4c84,36,Male,Cookville,Delaware,95712.81,Fashion,12,38.94,2023-05-18,9,PayPal,45.88,No,3
1b2d5486-919c-4478-b393-8535ff8d5ffd,24,Other,Barnesburgh,Pennsylvania,56504.99,Fashion,3,6.09,2024-08-01,6,Credit Card,61.81,No,2
3c76b764-020c-4d85-b4ef-ae8378496548,29,Other,Francomouth,Florida,106645.13,Electronics,2,37.87,2023-01-25,9,Debit Card,142.84,Yes,9
a06c508b-84ce-4111-ba72-b82d7a825f57,60,Female,Kevinview,Massachusetts,60977.49,Electronics,6,52.47,2024-01-03,9,Credit Card,407.5,No,7
494acf47-09ce-4884-a72a-3eac36730c8f,39,Other,Johnview,New Mexico,29062.87,Home,12,44.65,2023-06-28,8,Debit Card,392.72,No,6
385beae4-062d-4e1d-9424-dc084718b506,51,Male,East Travisshire,Pennsylvania,56981.0,Beauty,12,47.49,2022-10-06,2,Debit Card,167.14,No,4
54034cbb-15ed-410c-b37e-56ea1443bc58,45,Female,Lake Darrellchester,Oregon,56008.05,Beauty,8,35.88,2024-06-10,3,Credit Card,153.75,Yes,9
6376a659-26b2-48db-a718-74c1b88acc14,26,Female,Hernandezshire,Louisiana,140236.13,Beauty,14,26.45,2024-07-21,8,Credit Card,398.02,No,5
43067fe9-9418-430b-b79a-d18ee495f0d0,65,Male,Fullerfort,North Carolina,127621.52,Fashion,8,51.18,2023-07-15,2,PayPal,369.43,Yes,5
b09bea92-d41f-4ad1-81e1-5fcb164f1513,26,Female,Jonesport,Florida,131111.55,Home,17,22.1,2023-06-10,5,Credit Card,122.65,No,4
6da17162-7584-406b-aa38-978f133efa2e,69,Other,Rachelshire,Massachusetts,33895.14,Home,12,23.26,2023-04-12,6,Debit Card,485.63,No,9
5d2e7982-467b-4ed7-8494-064cbc32a735,35,Male,Port Michelleland,North Dakota,81694.51,Home,12,13.84,2023-01-24,2,Debit Card,467.98,Yes,5
be42fd9a-2e24-47cf-a0a4-850f70d2b48b,26,Female,East Jerryhaven,New Jersey,28075.51,Fashion,9,10.65,2023-04-12,3,Credit Card,483.06,Yes,6
df1713cd-e478-4485-8833-09fa5a6ee32e,28,Female,Lake Amy,West Virginia,74991.69,Groceries,2,24.04,2024-04-05,3,Credit Card,195.19,No,6
3e91aed5-4306-4c3c-98c1-1279651a9b05,48,Other,East Crystalfort,Idaho,17555.09,Sports,14,18.32,2024-07-18,8,Credit Card,160.07,No,4
db9e9ef9-b482-4252-865b-bf07bf0daa2a,39,Female,Nicholasside,Rhode Island,52213.47,Beauty,13,47.05,2023-01-01,2,Debit Card,371.42,No,10
28cf0971-f8a9-45a4-b5ad-c617452eab21,44,Female,Kathrynburgh,Virginia,143916.36,Groceries,12,26.12,2022-10-07,4,Debit Card,227.82,Yes,2
1caf9031-603e-49b4-897d-5cd873bc52bc,56,Female,Ashleyview,Colorado,31692.73,Electronics,6,24.77,2024-06-02,9,Bank Transfer,197.14,Yes,3
d1114bd0-25a2-4123-994b-c17fd4ee2efd,32,Other,Lake Veronicachester,Rhode Island,50983.57,Sports,5,12.63,2024-04-19,8,Debit Card,313.71,No,9
fe735dc2-6a25-4ffe-9343-8d8f97e452b7,26,Female,Gwendolynburgh,California,39343.0,Electronics,18,12.77,2024-04-18,1,Bank Transfer,259.53,No,1
2b6c407e-a5b2-4aef-9a36-6b82417a85c3,54,Female,Lake Andrewstad,California,90486.3,Home,8,37.92,2024-07-01,7,Credit Card,414.95,Yes,8
8a904086-c7f9-4824-9671-7557916b4795,55,Male,Thompsonside,South Carolina,100354.8,Electronics,5,9.35,2024-03-06,6,PayPal,475.57,Yes,6
3c9e572b-61a1-4f8f-a363-cb65c3fc26d8,38,Other,West Jordanport,Wisconsin,148825.91,Beauty,5,56.52,2023-10-29,9,PayPal,431.62,No,1
163c0568-51f7-48f1-b57d-e3cceaaabe1e,46,Female,North Lawrenceville,Michigan,21293.17,Groceries,5,36.59,2022-12-24,1,Credit Card,448.79,No,9
f5c13666-47d0-4055-afe0-51fbda423bff,61,Male,East Lauraview,Indiana,146119.28,Beauty,18,55.26,2023-11-01,8,Debit Card,15.21,Yes,7
5400a2d9-15e8-4e1c-a31c-c858daf4b565,25,Other,East Jennifer,Ohio,113306.37,Groceries,8,57.47,2023-09-23,1,Bank Transfer,53.86,Yes,2
430ed005-0298-4cf6-8067-e44131dd4037,57,Female,Coopermouth,Alabama,103340.77,Electronics,18,38.0,2023-04-29,5,Bank Transfer,49.6,Yes,9
a1f8fa3d-b5e0-4789-a313-4f6fb193c49c,50,Female,Lake Nancymouth,Wyoming,119609.16,Beauty,6,10.03,2024-02-22,8,Credit Card,70.7,Yes,2
c3cc7215-26f9-47d4-b04c-e6bd9909d664,41,Other,East Jason,Delaware,48474.67,Sports,9,34.43,2023-02-18,5,Credit Card,194.44,No,6
fbef8d66-c770-4925-85e2-59ce74d58d37,68,Other,Lake Gavin,Utah,81796.21,Sports,17,30.48,2024-05-25,6,Credit Card,245.72,Yes,8
b71775fb-167a-44e2-bbc6-026a589c1b26,51,Other,Port Nicole,Delaware,53919.02,Home,7,17.64,2024-03-23,5,Debit Card,245.72,Yes,3
82f113b0-2056-450b-94e4-4bccfbef59cb,62,Female,Seanside,Nevada,82279.87,Sports,17,6.51,2024-05-11,1,Credit Card,400.56,No,4
d3ffa47b-2fc0-4d3c-8ec8-1d77c9b10b2e,43,Other,South Davidborough,Montana,128689.61,Home,18,37.92,2023-05-25,8,Credit Card,218.05,Yes,6
016a1ed7-198b-4aab-a21c-6c799c1964e3,26,Female,Griffithstad,Indiana,121170.29,Home,5,56.87,2023-01-04,6,Bank Transfer,196.47,Yes,1
9521bb5b-5ac4-45f2-a0c9-e72c12b89ab2,51,Other,South Cassandra,Missouri,48425.28,Groceries,17,51.15,2023-08-26,4,Credit Card,479.19,Yes,5
2544a5ae-91e1-4e5c-8a3a-179ea383278d,42,Other,Port Daniellehaven,Nebraska,73048.72,Electronics,6,46.48,2022-09-30,2,Bank Transfer,401.17,Yes,3
d83e9ffa-65dd-4966-b99a-bf9e65742473,40,Male,Port Ronald,Kansas,79183.75,Groceries,14,11.47,2023-05-23,5,PayPal,445.43,Yes,9
073f8b55-7aaf-4212-a653-064201f1a9b9,24,Male,Colemanmouth,Alabama,47874.45,Groceries,10,26.64,2023-04-13,7,Bank Transfer,392.47,No,10
323e1ba4-89ee-4fb3-b9be-8f36573f0fa4,20,Female,Danielleberg,Minnesota,49133.74,Sports,2,6.24,2023-09-07,3,Debit Card,389.71,No,1
1f08fc71-6bb6-4a86-8f78-191882ddd4f2,21,Female,Faulknerland,Virginia,56815.77,Sports,7,5.16,2023-07-14,8,Bank Transfer,93.15,No,3
dbe5a1e6-1e38-4252-80eb-e53a5b6b02dc,25,Male,South Sarah,Kentucky,31126.71,Groceries,11,24.48,2022-12-27,8,Debit Card,12.24,No,5
4a0fedf9-c225-4f60-9e02-e4012098a79a,66,Other,Jessicafurt,Montana,57743.78,Sports,3,50.91,2024-06-14,1,Bank Transfer,439.6,No,10
390a4f00-07b4-4632-af42-f962e0b9bae3,38,Other,West Anthonyside,Ohio,106659.14,Home,15,21.09,2023-11-06,3,PayPal,354.79,No,6
6384185d-f50b-4a3b-a5b6-e387f137cef3,62,Other,Kimberlyland,Kentucky,132551.45,Home,14,17.49,2024-02-17,2,Bank Transfer,379.42,Yes,8
e383ac04-16a8-481d-9a4d-9a0b43bf150a,44,Female,Jasminebury,Texas,23491.16,Groceries,18,33.43,2023-07-12,9,PayPal,378.25,No,8
58ac382f-2fe9-4712-8101-028f133d3d38,62,Female,Andersonstad,Colorado,95036.29,Groceries,7,45.76,2022-10-16,1,Credit Card,381.2,Yes,8
225188c8-ac56-4169-8a97-72bc87d4960d,21,Other,East Laura,Colorado,64210.32,Home,19,21.0,2022-10-09,3,Debit Card,436.06,Yes,9
cca00810-fff6-4958-9b1b-83a6f80d88d6,25,Male,South Matthew,Pennsylvania,122881.79,Sports,15,57.38,2022-10-19,1,Credit Card,70.04,Yes,4
93ab6c5b-15c4-4d90-ad11-6244aa1a18f4,49,Female,Marshallborough,New Hampshire,130271.68,Sports,10,40.01,2023-01-06,6,Credit Card,185.83,No,5
83de527f-b59c-44c4-9d4f-9ef62c9206ac,19,Female,South Juanburgh,Maine,109570.25,Fashion,18,6.88,2024-05-04,7,Bank Transfer,250.78,No,2
4519dbf2-f405-416f-b304-a149f29c497b,52,Other,Port Patrickfort,Rhode Island,59921.05,Beauty,9,51.45,2024-09-03,2,Bank Transfer,479.28,No,8
d62b57cb-8960-477f-b47b-494642eb8435,56,Female,Sullivanberg,Arizona,59126.23,Home,9,30.93,2023-11-05,6,Bank Transfer,278.0,No,9
1c5ba418-8320-4f99-9a1d-c4179a423a1f,45,Male,Martinside,New Jersey,42444.93,Electronics,17,6.14,2023-01-15,4,Debit Card,271.69,Yes,2
d659295e-8f44-40a9-adda-7ff2cfa2f0c3,34,Male,Hornmouth,Florida,46843.94,Home,6,54.23,2024-05-11,7,Credit Card,50.62,Yes,8
d88e7264-8593-406b-aed2-708bca8b34f8,66,Male,East Bryanbury,Montana,46773.47,Home,4,59.23,2023-01-20,8,Debit Card,31.46,Yes,8
c137ffb1-b2f2-4c58-b7bd-cfc8cdfd70a5,35,Female,Jacksonburgh,Mississippi,88937.72,Electronics,7,44.5,2022-10-18,6,Bank Transfer,242.92,No,5
69207901-13a8-4b1d-aca6-d8d8ba21b0d2,43,Male,Tracyhaven,Hawaii,90189.38,Sports,6,42.41,2024-07-17,3,PayPal,341.16,No,2
9a051a91-f495-46d9-9a13-bee8afa5ae4a,56,Male,Port James,West Virginia,45762.92,Beauty,11,14.27,2022-12-07,2,PayPal,344.94,No,10
0ba14750-952e-4cb8-b223-c57050b2267a,28,Female,Parkerhaven,Mississippi,102285.89,Beauty,3,24.99,2023-11-19,9,Debit Card,372.2,No,8
3019b2b1-0959-4b21-93bb-5f0812cc2689,55,Female,Nicolebury,Missouri,99446.04,Groceries,5,43.92,2023-10-31,6,Debit Card,273.34,Yes,3
0fd8d54e-09ca-459a-86a9-d8f1fdc9f242,43,Female,Jillberg,Arkansas,128934.22,Home,11,45.92,2023-01-16,1,Credit Card,307.11,Yes,9
77b02e91-5e3b-4137-af2d-db15ce9c54f6,47,Other,Johnsonberg,Vermont,124598.99,Fashion,8,32.46,2023-09-30,8,Bank Transfer,88.1,Yes,7
a4781c80-00f2-4427-b6c8-12e314eec312,37,Male,North Angela,New Jersey,48225.61,Sports,14,30.17,2023-11-18,6,Bank Transfer,200.65,Yes,10
bd0615d2-35c3-446f-97f6-0d81f2332952,37,Male,New Jamesbury,Wisconsin,133724.59,Groceries,11,12.62,2024-08-22,5,Debit Card,183.48,Yes,5
ed336a2a-461f-4ecd-8d19-8a2363e08152,31,Female,Lake Samuelmouth,Idaho,77496.17,Beauty,19,39.48,2024-06-17,8,Credit Card,463.39,Yes,2
64088ae8-c321-4ea2-9538-f83eb545f9fa,52,Other,Davischester,Alabama,148455.2,Fashion,16,56.92,2023-02-26,3,PayPal,43.63,No,5
21f1c802-8435-4f9b-9b79-04ad4c824b41,26,Female,West Faith,Missouri,115877.52,Groceries,17,28.81,2023-10-30,4,Credit Card,253.2,Yes,3
